census_tract,population_density
36047122000,14653.16564
36047123700,69198.52181
36047150200,21219.83554
36047152200,21836.73298
36061000100,0
36061000201,57751.10942
36061000202,60698.14478
36061000500,15.34502167
36061000600,125143.7177
36061000700,107821.9852
36061000800,127570.1812
36061000900,17469.58977
36061001001,57104.28604
36061001002,81713.72969
36061001200,81094.84223
36061001300,44105.95675
36061001401,98137.29195
36061001402,77708.73406
36061001501,80192.34517
36061001502,128734.0415
36061001600,96140.57037
36061001800,92162.70246
36061002000,95329.93525
36061002100,85277.92246
36061002201,111646.2526
36061002202,114847.9743
36061002400,64175.83902
36061002500,91179.42502
36061002601,88142.67911
36061002602,120293.7787
36061002700,59854.31598
36061002800,96179.88832
36061002901,19569.31404
36061002902,91171.42608
36061003001,97278.40551
36061003002,100094.402
36061003100,37768.99986
36061003200,99610.34691
36061003300,48953.08289
36061003400,113324.1971
36061003601,91157.65483
36061003602,87292.17737
36061003700,20888.57996
36061003800,116080.403
36061003900,55042.87759
36061004001,105669.4326
36061004002,152244.9091
36061004100,101864.719
36061004200,157882.5399
36061004300,72160.56194
36061004400,108788.946
36061004500,26973.90026
36061004700,41397.22084
36061004800,102486.6812
36061004900,59678.2367
36061005000,81261.41999
36061005200,58395.99216
36061005400,75698.54007
36061005501,94985.8593
36061005502,43866.93216
36061005600,63567.37066
36061005700,71864.87384
36061005800,75756.13699
36061005900,127232.096
36061006000,115189.9357
36061006100,100081.5462
36061006200,32525.07774
36061006300,97487.20181
36061006400,126381.771
36061006500,86548.844
36061006600,182957.5043
36061006700,85270.70052
36061006800,114411.7741
36061006900,32879.07809
36061007001,131333.7427
36061007002,143830.7359
36061007100,91844.21406
36061007200,138485.8881
36061007300,96831.35312
36061007400,84773.25228
36061007500,62510.26959
36061007600,43410.69206
36061007700,89703.57812
36061007800,132933.2786
36061007900,41957.12174
36061008000,88610.45919
36061008100,116687.2767
36061008200,51288.67601
36061008300,57299.82983
36061008400,29705.98774
36061008601,100280.93
36061008602,0
36061008603,118473.0124
36061008700,101913.1778
36061008800,127898.5015
36061008900,93180.00287
36061009000,130910.8053
36061009100,106464.0122
36061009200,24529.71282
36061009300,134850.7702
36061009400,1848.126347
36061009500,58618.27648
36061009600,8981.421913
36061009700,75947.50075
36061009800,118164.9021
36061009901,13851.05255
36061009902,53164.23501
36061009903,14662.94816
36061010000,32507.05033
36061010100,38306.79608
36061010200,4239.472292
36061010300,60790.52239
36061010400,14696.98207
36061010601,175328.9296
36061010602,113761.5861
36061010801,120608.3309
36061010802,171685.2379
36061010803,128359.1178
36061010900,5998.174108
36061011000,112554.5865
36061011100,90601.75503
36061011201,40151.06623
36061011202,16600.78453
36061011203,47183.12392
36061011300,3184.900958
36061011401,35783.62842
36061011402,68681.86802
36061011500,56980.031
36061011600,43209.94587
36061011700,69233.89903
36061011800,141954.0832
36061011900,24296.95203
36061012000,58453.75867
36061012101,99124.93659
36061012102,152179.5604
36061012200,51390.13933
36061012400,163711.1892
36061012500,43118.65614
36061012601,204149.8315
36061012602,185597.7785
36061012700,108376.9149
36061012800,94810.59918
36061012901,94055.25717
36061012902,39207.2872
36061013000,56834.82246
36061013100,58928.60399
36061013201,104409.3061
36061013202,159162.5329
36061013203,180126.6781
36061013300,100744.4502
36061013400,169304.1025
36061013501,70919.74345
36061013502,71188.95236
36061013601,135241.296
36061013602,232740.8571
36061013603,211100.5751
36061013604,182697.2983
36061013700,83618.8672
36061013800,186456.037
36061013900,142461.1072
36061014000,116405.5798
36061014200,64581.12056
36061014300,111.6613295
36061014401,175637.2966
36061014402,104715.3513
36061014500,110128.2601
36061014601,156114.8791
36061014602,214952.6115
36061014700,118261.2189
36061014801,160494.6488
36061014802,154507.368
36061014900,94505.23279
36061015001,116402.2645
36061015002,116370.1197
36061015101,88749.36073
36061015102,95674.7655
36061015200,105738.9207
36061015301,109932.8962
36061015302,178928.7691
36061015401,189381.3532
36061015402,213192.8702
36061015403,287370.2242
36061015501,153162.7607
36061015502,134021.0693
36061015601,196039.4386
36061015602,51294.90761
36061015700,159000.4695
36061015801,115334.84
36061015802,227087.8307
36061015900,148683.8116
36061016001,79422.31243
36061016002,181660.7692
36061016100,110044.1809
36061016200,86006.66722
36061016300,71642.5439
36061016400,107620.5059
36061016500,84407.49432
36061016600,104242.9362
36061016700,94801.03706
36061016800,64516.40639
36061016900,122677.0536
36061017000,113147.4609
36061017100,115259.0673
36061017200,79196.38027
36061017300,126148.1149
36061017401,139991.7134
36061017402,116199.7376
36061017500,132660.6887
36061017700,139204.5476
36061017800,40174.21611
36061017900,110219.211
36061018000,90536.60728
36061018100,167274.0339
36061018200,112369.4624
36061018300,98531.83843
36061018400,114699.2381
36061018500,104139.7836
36061018600,109077.4325
36061018700,111419.6781
36061018800,99339.95123
36061018900,112771.1011
36061019000,91801.78093
36061019100,104363.5002
36061019200,54173.51777
36061019300,128766.8323
36061019400,103240.2947
36061019500,92816.32178
36061019600,58922.49742
36061019701,14026.86995
36061019702,142130.489
36061019800,27226.5119
36061019900,109707.8636
36061020000,57190.71063
36061020101,87529.43518
36061020102,126687.2355
36061020300,56297.45273
36061020500,46277.26041
36061020600,63170.43902
36061020701,166281.251
36061020800,91611.72099
36061020901,81967.30757
36061021000,85793.01876
36061021100,78363.37308
36061021200,71931.05973
36061021303,94329.1431
36061021400,58743.53204
36061021500,143268.9753
36061021600,128110.1814
36061021703,4497.323546
36061021800,92993.42736
36061021900,52798.44405
36061022000,90510.5721
36061022102,62316.68097
36061022200,47011.00464
36061022301,100627.0162
36061022302,133660.9494
36061022400,97724.35217
36061022500,97642.8614
36061022600,82787.24643
36061022700,92578.13358
36061022800,85471.19556
36061022900,97867.1438
36061023000,135860.7426
36061023100,88939.8312
36061023200,115674.689
36061023300,71025.80222
36061023400,122334.5036
36061023501,97208.63113
36061023502,138214.5611
36061023600,97501.98019
36061023700,64694.69237
36061023802,50976.64309
36061023803,89378.79841
36061023804,34607.56669
36061023900,108507.7197
36061024000,1544.078676
36061024100,110274.5183
36061024200,33165.39888
36061024301,98311.90072
36061024302,87892.33302
36061024500,163469.559
36061024700,65884.31253
36061024900,46284.09621
36061025100,37154.86292
36061025300,154181.2466
36061025500,33431.42868
36061025700,76767.28603
36061025900,138276.839
36061026100,177941.2708
36061026300,131288.5755
36061026500,90964.36984
36061026700,113964.0678
36061026900,115773.4328
36061027100,102346.0726
36061027300,95431.55124
36061027500,28361.99365
36061027700,101894.4575
36061027900,144151.1989
36061028100,85426.80814
36061028300,132676.6106
36061028500,144303.5794
36061028700,18350.90527
36061029100,145181.4563
36061029300,132487.1628
36061029500,134481.0647
36061029700,43.70743726
36061029900,15126.58298
36061030300,61025.50723
36061030700,105196.9668
36061030900,73519.12719
36061031100,42.5301099
36061031703,61051.08199
36061031704,119945.3213
36061031900,78.28126983
36081000101,41163.23067
36081000102,181770.588
36081000103,462.9512889
36081000104,125.8755819
36081000200,51007.52254
36081000400,56642.09475
36081000600,50485.70544
36081000701,37252.53674
36081000702,36235.74289
36081000800,48846.07342
36081001000,60856.43035
36081001200,47693.53268
36081001400,49857.33565
36081001600,51988.15509
36081001800,44419.22301
36081001901,16261.13306
36081001902,128661.5004
36081001903,12318.28039
36081002000,33100.86647
36081002200,40213.38748
36081002400,40063.30935
36081002500,89136.34228
36081002600,37617.20057
36081002800,38025.26785
36081003000,33962.162
36081003100,33866.00621
36081003200,28640.12069
36081003301,59685.4587
36081003302,17106.10831
36081003400,29556.7053
36081003600,60359.09725
36081003700,13.39779479
36081003800,36597.94409
36081003900,25764.18627
36081004001,35708.70243
36081004002,26925.87247
36081004200,58255.88251
36081004300,35268.46369
36081004401,38629.15245
36081004500,38219.75812
36081004700,59096.51838
36081005000,0
36081005100,47446.81677
36081005200,61070.12578
36081005300,71136.787
36081005400,34912.69615
36081005500,21332.63598
36081005700,49548.80539
36081005800,27171.18804
36081005900,57611.87346
36081006100,83533.43676
36081006201,34641.76768
36081006202,15609.59049
36081006300,71629.92695
36081006501,84974.58334
36081006502,67618.06366
36081006900,63846.86163
36081007100,57824.08717
36081007300,81783.31704
36081007500,89729.43739
36081007700,43222.01056
36081007900,58542.47144
36081008100,40606.19352
36081008300,47579.46796
36081008500,18772.01569
36081008600,23267.79356
36081008700,52908.42455
36081008800,19916.32171
36081009100,37988.91855
36081009400,43844.89342
36081009500,39516.32341
36081009600,39225.51691
36081009700,49539.67285
36081009800,50196.74572
36081009900,0
36081010000,39229.06522
36081010100,39788.76898
36081010200,34709.18175
36081010300,42914.15213
36081010400,46042.44096
36081010500,60701.31101
36081010600,51153.64027
36081010701,11.32581066
36081010800,49866.56762
36081011000,50060.05538
36081011100,49862.64272
36081011200,34183.26375
36081011300,62040.50147
36081011400,33451.59354
36081011500,33694.0328
36081011600,44825.18775
36081011700,46730.69639
36081011800,44350.52116
36081011900,40171.24245
36081012000,42741.44171
36081012100,40887.62782
36081012200,34527.42287
36081012301,14326.64668
36081012400,37645.82197
36081012500,27559.99227
36081012601,44767.65175
36081012602,47201.64203
36081012800,35975.21793
36081013000,24245.08725
36081013200,25838.48163
36081013400,80140.50476
36081013500,29112.99288
36081013600,34109.40024
36081013700,22631.12661
36081013800,57748.54691
36081014000,46084.24127
36081014100,24905.04095
36081014201,57740.03298
36081014202,12025.34982
36081014300,76026.56232
36081014400,23622.57
36081014500,48011.17544
36081014700,51344.60834
36081014800,36049.01289
36081014900,60184.24965
36081015000,42568.77848
36081015100,51919.32
36081015200,36873.03135
36081015300,45377.86571
36081015400,41227.56367
36081015500,41156.62793
36081015600,39688.8497
36081015700,33366.78089
36081015801,33442.77135
36081015802,42858.69405
36081015900,61206.29799
36081016100,55100.49874
36081016300,48099.21767
36081016400,43283.64411
36081016600,43404.33947
36081016800,33865.82223
36081016900,62508.06247
36081017000,29822.95654
36081017101,112.0847058
36081017102,171.7110683
36081017200,30147.6642
36081017400,32929.68046
36081017600,29756.33358
36081017800,28603.03114
36081017901,26498.6528
36081017902,851.0012533
36081018000,25573.51326
36081018101,103337.6738
36081018102,101931.0693
36081018200,25229.8971
36081018300,72800.99093
36081018401,29581.20209
36081018402,29391.38664
36081018501,92063.92586
36081018502,90892.01134
36081018600,25792.67294
36081018700,38733.86512
36081018800,21864.13681
36081018900,41126.97177
36081019000,33636.92246
36081019200,30389.96892
36081019400,25527.59203
36081019600,36276.58755
36081019800,45909.79071
36081019901,8817.587393
36081019902,1311.45755
36081019903,0
36081020200,28637.24919
36081020400,20582.99725
36081020500,5218.471039
36081020600,35656.90613
36081020800,16748.38629
36081021200,30375.64232
36081021400,45391.7246
36081021601,30455.72962
36081021602,34769.898
36081021603,0
36081021900,62.52721064
36081022001,42877.71353
36081022002,50839.80965
36081022900,0
36081023000,29367.77708
36081023200,41255.35019
36081023501,82590.14719
36081023502,74373.87323
36081023600,47985.8679
36081023800,80382.87081
36081024000,60069.83516
36081024300,29878.50144
36081024500,55728.06595
36081024600,8.532636663
36081024700,40778.22964
36081024900,72642.46072
36081025100,61349.28562
36081025301,91835.60322
36081025302,74299.80143
36081025401,40069.37177
36081025402,42111.74242
36081025500,19023.08733
36081025700,28344.41369
36081025800,27985.26518
36081025900,49007.88773
36081026000,42325.2849
36081026100,91184.74399
36081026200,29838.69628
36081026300,82623.13664
36081026400,27849.22388
36081026501,77276.10059
36081026502,60151.21042
36081026600,29178.87266
36081026700,76490.55591
36081026901,118146.2485
36081026902,140058.2188
36081027000,27429.19772
36081027101,157096.4051
36081027102,164705.7924
36081027200,34804.41745
36081027301,96441.86865
36081027302,105831.1922
36081027400,34725.87461
36081027500,98758.00122
36081027600,22272.20313
36081027701,120072.5875
36081027702,133882.2663
36081027800,37347.92822
36081027900,92953.3104
36081028000,29767.99712
36081028100,88950.52257
36081028200,25563.20086
36081028300,109638.9147
36081028400,22712.26277
36081028500,79581.55204
36081028700,86639.6497
36081028801,31935.33185
36081028802,25257.44549
36081028803,76.03299671
36081028900,78050.73326
36081029100,72714.52029
36081029300,24935.32614
36081029400,19639.55338
36081029500,54158.61838
36081029700,11263.52841
36081029900,31.72022388
36081030600,10117.74613
36081030903,49693.31714
36081030904,23273.82507
36081030905,45768.33786
36081030906,58784.67873
36081031700,22878.89425
36081032000,12947.77374
36081032700,67508.76897
36081032800,18720.14238
36081032900,25199.49873
36081033000,23338.9064
36081033100,0
36081033401,19383.70346
36081033403,49544.34371
36081033404,52967.44373
36081033405,34780.46725
36081033700,64645.82026
36081033900,59772.65224
36081034700,24954.47876
36081035100,77713.96258
36081035200,10894.4194
36081035300,47220.01924
36081035700,23419.87707
36081035800,22261.2008
36081036100,44533.52181
36081036300,47271.17386
36081036500,64548.66721
36081036600,21040.63531
36081036700,41039.66137
36081036800,27952.79176
36081037100,26483.70972
36081037300,31514.1332
36081037501,72181.35356
36081037502,71861.47702
36081037600,21443.23377
36081037700,79260.14579
36081037900,85479.97357
36081038100,63234.64653
36081038301,9.247282036
36081038302,25.4301164
36081038400,23678.45764
36081039400,24781.08682
36081039800,21795.09422
36081039901,70206.91395
36081039902,93044.92697
36081040000,19447.90048
36081040101,83843.44752
36081040102,100389.0741
36081040200,17487.0933
36081040301,80899.67821
36081040302,110739.9183
36081040400,23068.26409
36081040501,42878.91575
36081040502,97102.78558
36081040701,116237.9115
36081040702,102964.5951
36081040901,71305.53289
36081040902,112163.835
36081041100,85257.49494
36081041300,77502.94692
36081041400,24771.58519
36081041500,66135.28343
36081042400,11509.60898
36081042600,1807.052652
36081042700,75897.418
36081043200,13907.78432
36081043400,21655.65006
36081043701,65507.40169
36081043702,103392.0857
36081043900,77518.85176
36081044000,32723.86234
36081044301,91565.91744
36081044302,50062.97631
36081044400,13170.43361
36081044601,46239.90926
36081044602,83329.88979
36081044800,38139.69695
36081045000,30536.0488
36081045200,14370.53054
36081045400,58382.25561
36081045500,230628.0549
36081045600,21791.83897
36081045700,60844.93823
36081045800,23980.09935
36081045900,78521.17967
36081046000,72490.35416
36081046100,66641.27459
36081046200,85146.25368
36081046300,73776.84351
36081046400,20842.90089
36081046500,85352.19483
36081046600,39581.74855
36081046700,132932.7193
36081046800,47110.60128
36081046901,150728.2981
36081046902,138502.7543
36081047000,37756.21128
36081047100,78389.16981
36081047200,19198.54027
36081047300,63454.32107
36081047500,50416.14051
36081047600,6500.696008
36081047801,20229.96559
36081047802,29492.89986
36081047900,45118.04023
36081048000,29987.96126
36081048100,117735.1937
36081048200,17215.32627
36081048301,63571.62444
36081048302,40390.73022
36081048400,34782.9225
36081048500,43517.34276
36081048900,13858.3525
36081049201,25352.10597
36081049202,27338.4687
36081049301,37728.61273
36081049302,33635.33365
36081049500,28702.70963
36081049600,30829.57786
36081049700,44322.48697
36081049900,30678.48706
36081050000,36822.79379
36081050201,25848.73709
36081050202,25772.12077
36081050400,22415.22286
36081050500,39436.9125
36081050600,20543.69314
36081050700,25738.65678
36081050800,24586.66426
36081051000,22636.98792
36081051100,23582.56661
36081051200,18939.48238
36081051300,35302.9325
36081051500,36085.40765
36081051600,29178.1566
36081051700,21866.9294
36081051800,29709.49779
36081052000,23957.69731
36081052100,29906.09945
36081052200,24475.56959
36081052400,25677.95383
36081052500,28859.51845
36081052600,27775.96332
36081052800,22440.36034
36081053000,26928.63721
36081053100,21172.61387
36081053200,25735.99385
36081053401,20938.04177
36081053501,15404.54852
36081053502,0
36081053601,21338.03078
36081053800,22613.0319
36081053901,23409.49444
36081053902,1376.929105
36081054000,22951.07337
36081054200,24611.92447
36081054500,83263.79809
36081054700,83543.47176
36081054800,26809.64036
36081054900,77756.39649
36081055100,76364.185
36081055200,19689.40496
36081055300,53982.49769
36081055400,29268.52613
36081055500,32603.15634
36081055600,25591.34562
36081055700,43022.55193
36081055800,23023.91079
36081055900,19240.14418
36081056000,21150.33702
36081056100,18.35452677
36081056200,23546.37176
36081056400,21564.32939
36081056500,36964.01742
36081056600,21092.49811
36081056700,39259.39523
36081056800,14797.35752
36081057700,55838.80881
36081057900,66049.46866
36081058000,16886.97095
36081058100,50228.51817
36081058200,20719.02175
36081058300,60843.80633
36081058500,62463.67769
36081058700,59780.94643
36081058900,67510.94138
36081059000,19302.31093
36081059100,66986.42625
36081059200,13583.47271
36081059300,42032.45326
36081059400,17566.27874
36081059501,32852.07709
36081059502,30381.09091
36081059600,18278.35273
36081059800,22127.75078
36081059900,32486.68858
36081060000,17924.45166
36081060100,40486.90656
36081060300,26475.66137
36081060600,15975.69887
36081060701,10.89773335
36081060800,18067.17696
36081061000,13165.24201
36081061200,15313.22906
36081061301,20942.94656
36081061302,0
36081061400,12108.28835
36081061601,14271.27626
36081061602,8598.356123
36081061800,18614.49329
36081061900,31107.01563
36081062000,16995.74075
36081062100,31598.6719
36081062200,11721.78803
36081062300,31792.88967
36081062400,0
36081062500,34202.39814
36081062600,16219.24222
36081062700,49558.59204
36081062900,42928.91351
36081063000,21783.0015
36081063200,19731.13087
36081063301,30506.63121
36081063302,31082.32018
36081063500,38058.30567
36081063700,13066.8035
36081063800,13437.7716
36081063900,28741.64024
36081064101,72072.921
36081064102,4.655371497
36081064500,17267.03284
36081064600,19235.16543
36081065000,18330.91503
36081065401,17042.63665
36081065402,51.27673728
36081065501,9.567919614
36081065600,23708.13445
36081065702,31901.7161
36081065703,27293.90485
36081065900,24730.08036
36081066000,23524.20954
36081066100,30499.87366
36081066301,25065.3239
36081066302,42.31246018
36081066401,4475.624833
36081066402,25962.58009
36081066403,33119.01127
36081066404,0
36081066501,27954.34244
36081066701,28592.7671
36081066900,28958.47764
36081067100,25413.31895
36081067700,25516.43704
36081067900,44903.58275
36081068000,17690.68873
36081068200,14202.81511
36081068300,42941.97158
36081068700,42750.92311
36081069000,27980.97918
36081069300,52289.51004
36081069400,17948.29657
36081069500,29772.4902
36081069701,86708.96545
36081069702,23053.06942
36081070300,23907.05257
36081070700,28295.42733
36081070900,31086.41541
36081071100,39228.34212
36081071303,97728.09974
36081071304,106796.3878
36081071305,98342.07515
36081071306,88282.54793
36081071600,0.282763565
36081071701,75723.6307
36081071702,53173.60155
36081071900,45056.70495
36081072100,76638.11093
36081072300,11890.48561
36081072900,19919.79663
36081073100,21146.32301
36081073700,28001.66506
36081073900,64064.65393
36081074100,47588.95012
36081074300,59342.54099
36081074500,54312.47259
36081074700,31017.55795
36081074900,11274.30302
36081075701,66962.00135
36081075702,37237.32839
36081076901,61149.27531
36081076902,35559.89056
36081077300,21447.96544
36081077500,25291.6833
36081077902,25088.57766
36081077903,28832.29196
36081077904,42463.00253
36081077905,24339.90482
36081077906,35551.57791
36081077907,40002.35116
36081077908,49578.66673
36081078800,26931.11853
36081079000,28574.22906
36081079200,19341.86881
36081079300,2.963135676
36081079701,177300.8172
36081079702,45384.90095
36081079900,34920.23374
36081080301,39572.46
36081080302,23459.56556
36081080900,19636.19112
36081081400,28650.09266
36081081800,26740.98157
36081083700,20662.68935
36081083800,27155.60451
36081084000,30269.8771
36081084500,75719.8862
36081084601,23814.74105
36081084602,5405.428623
36081084901,38265.48709
36081084902,116197.563
36081085300,71838.71523
36081085500,136713.105
36081085700,112768.7745
36081085900,109149.4563
36081086100,42647.731
36081086300,127891.3256
36081086400,6625.700645
36081086500,85497.16472
36081086900,10192.41874
36081087100,40022.48574
36081088400,12598.18659
36081088902,62999.3683
36081088903,31487.82936
36081089201,10798.89104
36081089202,0
36081090700,2028.91289
36081091602,24.32678824
36081091603,6117.194434
36081091604,0
36081091800,27.59114842
36081091900,36869.73101
36081092200,9024.220267
36081092500,36111.02738
36081092800,10879.93407
36081092900,20672.93924
36081093401,17833.34818
36081093402,24302.68694
36081093800,14266.76919
36081093900,24739.81628
36081094201,27791.87386
36081094202,17362.7683
36081094203,28831.26143
36081094500,7335.69813
36081094700,28831.37012
36081095400,19558.80036
36081096400,19072.79286
36081097202,15540.61969
36081097204,26955.7688
36081097205,62772.9692
36081097206,24567.65461
36081097207,37.35505738
36081097300,9831.472395
36081098100,9367.095599
36081098700,9870.117809
36081099100,15854.2927
36081099200,19363.76362
36081099701,8167.887544
36081099703,17688.63443
36081099704,27895.64478
36081099705,15813.67466
36081099801,44534.40776
36081099802,34693.27168
36081099900,0
36081100801,10023.07081
36081100803,35922.44293
36081100804,16164.01247
36081101002,22256.22257
36081101003,43558.82381
36081101004,30022.79217
36081101700,16539.5493
36081102900,19990.85556
36081103201,45286.10623
36081103202,24801.94213
36081103300,19055.84457
36081103900,19723.26234
36081104700,24327.61518
36081105900,15199.10443
36081107201,4438.977648
36081107202,0
36081108500,16175.16117
36081109300,7599.170287
36081109700,10455.46503
36081109900,24197.18599
36081111300,9259.773202
36081112300,19716.60163
36081112900,16402.30394
36081113300,15856.50714
36081113900,24333.85268
36081114100,14912.49351
36081114700,15391.90373
36081115100,9960.893146
36081115500,29527.21214
36081115700,29050.94892
36081115900,32874.52688
36081116100,67589.64438
36081116301,100537.9473
36081116302,75914.84064
36081116700,32649.85565
36081117100,18483.25432
36081117500,24910.23903
36081118100,26732.63816
36081118500,39363.95636
36081118700,36629.30661
36081118900,33598.64048
36081119100,43950.73465
36081119300,29532.34633
36081119500,19764.53168
36081119900,23868.46177
36081120100,29255.87914
36081120300,25588.5387
36081120500,40264.85295
36081120701,20236.34922
36081120702,24.84869728
36081121100,5.287200425
36081121500,19423.09562
36081122300,19969.40546
36081122702,40075.88049
36081122703,40022.0585
36081122704,44064.48042
36081124100,20781.73017
36081124700,20003.75459
36081125700,28420.7592
36081126500,20573.58006
36081126700,15136.96119
36081127700,8721.175325
36081128300,6.567139807
36081129102,9298.563184
36081129103,21525.94942
36081129104,15790.15701
36081130100,15580.00676
36081133300,14581.7558
36081133900,15571.23075
36081134100,15981.78347
36081134701,30967.83497
36081134702,21589.42143
36081136700,20963.36073
36081137700,25250.90177
36081138501,13068.29785
36081138502,93.48894371
36081139900,12580.11036
36081140300,16647.28373
36081140901,10805.03468
36081140902,13998.60717
36081141700,14440.74764
36081142900,19031.35362
36081143500,17115.98913
36081144100,22721.48469
36081144700,19645.17311
36081145101,15429.56702
36081145102,19571.7357
36081145900,19961.39867
36081146300,23416.12398
36081146700,20503.8647
36081147100,19885.62852
36081147900,12185.54549
36081148300,5761.853295
36081150701,8620.476318
36081150702,9452.510949
36081152901,11812.8977
36081152902,14203.74314
36081155101,10602.01592
36081155103,15412.06391
36081155104,13255.72719
36081156700,2590.530778
36081157101,15980.16995
36081157102,17067.34624
36081157901,14807.63558
36081157902,13466.12969
36081157903,17505.61033
36081161700,16745.07166
36081162100,24364.12347
36085000300,16111.04677
36085000600,11105.45885
36085000700,25222.41085
36085000800,20296.36155
36085000900,25020.04563
36085001100,33732.22551
36085001700,15785.12645
36085001800,1408.587319
36085002001,12743.83721
36085002002,11081.50497
36085002100,16381.44338
36085002700,21197.18728
36085002900,33774.3523
36085003300,11356.78483
36085003600,17672.40207
36085003900,9679.250595
36085004001,23904.71894
36085004002,26170.56765
36085004003,64271.7361
36085004004,20237.77347
36085004700,9039.50223
36085005000,14238.78358
36085005901,7889.655099
36085005902,28.77099515
36085006400,13493.5498
36085006700,7972.403676
36085007001,14408.94101
36085007002,7428.799805
36085007400,23743.7977
36085007500,22632.2658
36085007700,18361.7619
36085008100,15478.84722
36085009601,13595.8864
36085009602,15797.2892
36085009701,14495.09645
36085009702,56.38176509
36085010500,17749.5486
36085011201,9290.806917
36085011203,17560.54675
36085011204,122.0783625
36085011401,15970.77012
36085011402,16712.773
36085012100,11211.88793
36085012200,12320.88052
36085012500,17340.54754
36085012804,13406.55383
36085012805,6149.435848
36085012806,13070.9528
36085013201,9150.166513
36085013203,14591.72306
36085013204,12526.28877
36085013301,62733.27336
36085013302,11383.63104
36085013400,12799.17521
36085013800,12191.43926
36085014100,23856.90385
36085014604,15257.74573
36085014605,11193.32698
36085014606,9207.638322
36085014607,17620.77047
36085014608,21014.1951
36085014700,5361.647446
36085015100,14045.23087
36085015400,5.831436044
36085015601,12068.28335
36085015602,9982.838233
36085015603,12761.99715
36085016901,10105.92313
36085017005,9030.329621
36085017007,9800.168369
36085017009,9798.388046
36085017011,16514.23549
36085017012,12557.13986
36085017013,20160.67217
36085017014,20233.69673
36085017015,15354.64224
36085017016,18157.42428
36085017300,19129.25547
36085017600,3911.744375
36085017701,4168.611257
36085017702,10383.05684
36085018100,1778.075215
36085018701,12346.27699
36085018703,21702.08719
36085018704,18170.49678
36085018901,13047.41387
36085018902,18978.73145
36085019700,16895.14655
36085019800,3072.441527
36085020100,15650.71992
36085020701,24438.76193
36085020702,16418.18629
36085020803,9070.983513
36085020804,10439.68598
36085020805,14780.05445
36085020806,4782.529149
36085021300,18938.56327
36085022300,10592.26532
36085022601,10291.33716
36085022602,504.4891703
36085022801,60.52713586
36085022802,7.053728417
36085023100,21664.71082
36085023900,17547.83885
36085024401,7006.820578
36085024402,6224.115827
36085024700,15614.75794
36085024800,7533.402902
36085025100,13329.0441
36085027301,4112.618557
36085027302,10759.2042
36085027702,11531.98943
36085027704,22621.95311
36085027705,28583.3315
36085027706,17967.73988
36085027900,1042.191249
36085029102,951.1514792
36085029104,12059.77942
36085029105,6856.861082
36085029106,19423.28688
36085030301,18471.13512
36085030302,19006.7487
36085031901,21771.78419
36085031902,20628.71757
36085032300,825.626184
